Type of data.;f(vij)obs;prediction_trainig;fref;sIcI;sIcIV;sIIcIV;sIIIcII;sIIIcIII;sIIIcvII;sIVcIV;sVcv;sVIcvI
synthetic;0;training;0.0833;0.829;0.8811;1.09;0.29406;0;0;1.1805;1.239;0
synthetic;0;training;0.0833;0.276;0.16328;1.462;0;0.341459902;0.05312;0.21976;0;0.568
synthetic;0;validation;0.0833;0.0143;0.79913;0;0.0528;0.434635867;0.94393;0.4752;0.33462;0.2781
synthetic;0;training;0.0833;0.0072;0.40404;0.91392;0.964;0.921272628;0.0336;0.66599;0.36153;1.27
synthetic;0;training;0.0833;0.02304;1.341;0.46644;0.38544;0.029972404;0.4389;1.39071;0.7031;0.31126
synthetic;0;training;0.0833;0.32109;0.89088;1.462;0.2535;0.423089872;0.3956;1.46335;0;0.26549
synthetic;0;validation;0.0833;0.952;0.38295;1.05677;0.22848;0.01575;0.75508;0.54112;1.239;0.20868
synthetic;0;training;0.0833;0.829;1.647;2.01891;0.30976;0;0;1.21242;0;0.63724
synthetic;0;training;0.0833;0.01566;0.19205;0.726;0.3105;0.027282051;0.0302;0.47223;0.28836;0.177
synthetic;0;training;0.0833;0.0104;0;0.90072;0;0.770484225;0.2093;1.615;0.0164;1.27
synthetic;0;validation;0.0833;0.829;1.647;0.80364;0;0;0;1.04244;0;0.24436
synthetic;0;training;0.125;0.31977;1.42241;2.06074;0;0;0;1.56654;0;0.69381
synthetic;1;training;0.125;0.0125;1.4632;0;0;1.20002426;1.533;1.615;0;0
synthetic;1;training;0.125;0.47336;1.647;0.81917;1.18184;0;0;2.16504;0;0
synthetic;0;validation;0.125;0.44676;1.647;1.23633;0.964;1.403337171;1.533;1.615;0;1.27
synthetic;0;training;0.125;0.11937;0.75545;1.9076;0;0.431049793;1.533;0.89019;0.23296;0.64052
synthetic;0;training;0.125;0.32696;0.79992;0.40344;0.3315;0.123098597;0.90842;0.21976;0.16541;0.2349
synthetic;1;training;0.125;0.829;1.647;1.30661;0;0;0;1.615;0.7884;0.14861
synthetic;0;validation;0.125;0.375;1.15995;0.55022;0;0.00460848;0.41382;0.40086;0;0.196
synthetic;0;training;0.125;0.0187;1.3032;0;0.08784;0;0;1.02336;0;0.39192
synthetic;0;training;0.125;0.6255;0.92382;0.3591;0.28054;0.048384615;0.04224;0.736;1.09228;0.25776
synthetic;0;training;0.125;0.17381;0.16956;0;0.09;0.284392941;1.533;0.2629;0;0.3068
synthetic;0;validation;0.125;0.055;0.83664;0.69147;0.964;0.107119427;0.29036;1.615;0;0.1896
synthetic;0;training;0.125;0.009;0.68295;0.79599;0.49005;0.197884615;1.39986;0.9639;0.21248;0.4725
synthetic;0;training;0.125;0.16348;0;0.304;0;0;0;0.58509;0.6475;0.2775
synthetic;0;training;0.125;0.0135;0.23393;0.90663;0;0.034497263;0.37011;0.22304;0.21774;0.23828
synthetic;0;validation;0.125;0.34188;1.0452;0.40608;0;0.087230769;0;0.35815;0.53289;0.28424
synthetic;0;training;0.125;0.644;0.94224;1.24369;0.964;1.512546504;0.6246;1.01775;0.18018;1.27
synthetic;0;training;0.125;0.16362;0.83576;0.58672;0.27552;0.038974336;0.20592;0.4686;0.3432;0.20276
synthetic;0;training;0.125;0.42401;0.53352;0.55936;0.3024;0.013865385;0.91053;0.3729;0.68728;0.26936
synthetic;0;validation;0.125;1.10352;0.56135;0.48944;0.24864;0;0;0.5676;1.239;0.15688
synthetic;0;training;0.125;0.11712;0.2041;0.532;0;0.471981161;0.37476;0.29997;0.43365;0.279
synthetic;1;training;0.125;0.21539;1.647;0;0;0;0;2.03346;0.69377;0.1323
synthetic;0;training;0.125;0.65472;1.647;1.462;0;0.839914852;0.37224;1.74974;0;1.27
synthetic;0;validation;0.125;0.09152;0.78921;1.462;0.61614;0.831555772;1.533;1.17729;0;0.559
synthetic;0;training;0.125;0.01243;0.13209;0.89121;0;0.056582824;0.47736;0.44799;0.66424;0.19479
synthetic;0;training;0.125;0.01804;0.76944;1.462;0.21357;0.397015705;1.36224;0.73319;0;0.4428
synthetic;0;training;0.125;0.02496;0.36478;0.74259;0.33288;0.045886955;0.4992;0.4048;1.239;0.24016
synthetic;0;validation;0.125;0.01524;0.63928;1.06053;0;0.475687831;1.533;1.17793;0;0.24516
synthetic;0;training;0.125;0.01804;1.52439;1.85505;0;1.20002426;0.45045;1.615;0;0.95046
synthetic;0;training;0.125;0.02108;0.58608;1.462;0;0.33623588;0.884;0.8424;0.63283;0.2232
synthetic;0;training;0.125;0.88566;1.38625;1.462;0.21888;0.080769231;0.9658;0.77244;0;0.19728
synthetic;0;validation;0.125;0.00981;0.2041;0.96538;0.17304;0.003397436;0.0573;0.40508;0.39243;0.16905
synthetic;0;training;0.125;0.829;0.24335;1.3082;0;0.464038462;0;0.21156;1.44336;0.762
synthetic;0;training;0.125;0.01224;0.29673;0.7073;0.06705;0.142538029;0.4901;0.27388;0.42024;0.31897
synthetic;0;training;0.125;0.44045;0.91863;0.52288;0;0.024298077;0.0221;0.3861;0.75795;0.296
synthetic;0;validation;0.125;0.00966;1.47272;1.462;0.49225;0.440233912;0.6076;1.615;0;0.54752
synthetic;1;training;0.125;0.08736;1.28061;0;0.964;0.925;0.86031;1.615;0.41038;0
synthetic;1;training;0.125;0.829;1.08135;1.462;0.21801;0;0;0.89718;1.239;0
synthetic;0;training;0.125;0.28704;0.22922;1.52684;0;0.244502152;0.04896;0.29356;0;0.724
synthetic;0;validation;0.125;0.01287;0.58535;0;0.05184;0.50997275;1.2402;0.3708;0.43524;0.31106
synthetic;0;training;0.125;0.00804;0.31524;0.73984;1.50414;1.291291963;0.04088;1.10591;0.60564;1.3369
synthetic;0;training;0.125;0.02268;0.90145;0.40222;0.41391;0.030768132;0.50274;1.29861;0.8188;0.26702
synthetic;0;training;0.125;0.38808;0.6144;1.8465;0.192;0.388927335;0.2392;1.07576;0;0.24257
synthetic;0;validation;0.125;0.829;0.33966;0.91636;0.32256;0.020865385;0.44339;0.3496;1.239;0.25456
synthetic;0;training;0.125;0.64812;1.647;1.462;0.43318;0;0;1.33266;0;0.63724
synthetic;0;training;0.125;0.00936;0.17034;0.858;0.29475;0.024948718;0.0258;0.36828;0.22032;0.246
synthetic;0;training;0.125;0.0172;0;1.0842;0;1.324035998;0.27048;2.268;0.0141;1.27
synthetic;0;validation;0.125;0.829;1.00568;1.41904;0;0;0;0.99864;0;0.22201
synthetic;0;training;0.0833;0.27531;0.87885;0.74175;0.2156;0.28788042;0.52397;0.55942;0.329;0.30248
synthetic;0;training;0.0833;0.0159;1.47016;0.67944;0.22044;0.314310994;1.19952;0.97328;0.02278;0.3102
synthetic;0;training;0.0833;0.33411;1.43286;0;0;0.187947021;1.1682;1.615;0.11214;0.34452
synthetic;0;validation;0.0833;0.46206;1.647;1.1825;0.32505;0.191370003;0.6666;0.8899;0.0252;0.2852
synthetic;0;training;0.0833;0.10143;0.54849;1.15491;0.1457;0.28581818;0.80272;0.40484;0.20672;0.24786
synthetic;0;training;0.0833;0.45628;0.97276;0.5084;0.00796;0.043565824;0.21307;0.64704;0.57525;0.2964
synthetic;0;training;0.0833;0.44973;0.95175;0.354;0.48306;0.236542158;0.9558;0.74028;0.36432;0.23236
synthetic;0;validation;0.0833;0.445;0.90706;1.462;0.964;0.958884608;1.00035;0.3725;0.327;1.37527
synthetic;0;training;0.0833;0.01463;0.99244;1.462;0;0;0;1.23777;0.43623;0.1512
synthetic;0;training;0.0833;0.22806;0.48204;0.34352;0;0.021557692;0.01911;0.4059;0.19008;0.1924
synthetic;0;training;0.0833;0.11648;0.24492;0.5217;0;0.282534632;0.43537;0.42781;0.48267;0.4296
synthetic;0;validation;0.0833;0.0505;0.8268;0.98685;0;0.073090103;0.078;0.42125;0.5876;0.1596
synthetic;0;training;0.0833;0.00636;0.8514;0.8118;0;0.237749303;0.20562;0.7245;0.50616;0.3773
synthetic;0;training;0.0833;0.22378;0;0.34656;0;0.102754494;0.43254;0.31779;0.399;0.2775
synthetic;0;training;0.0833;0.016;0.35482;0.8772;0.00556;0.099642708;0.13806;0.51898;0.78396;0.27512
synthetic;0;validation;0.0833;0.3094;0.85635;0.6232;0.46336;0.035;0;0.65041;0.43776;0.17024
synthetic;0;training;0.0833;0.33488;0.78624;1.20554;0;0.193994089;0.6246;0.575;0.2002;0.2666
synthetic;0;training;0.0833;0.2916;0.67976;1.66464;0.1254;0.024581834;0.24024;0.67063;0.5096;0.24928
synthetic;0;training;0.0833;0.24516;0.66456;0.3648;0.17222;0.523155556;0;0.3696;0.3534;0.2146
synthetic;0;validation;0.0833;0.37485;0.97555;0.48032;0;0;0;0.5082;0.43844;0.18056
synthetic;1;training;0.0833;0.10004;0.44274;0.53595;0.21195;0.223617693;1.41372;0.4548;0.51516;0
synthetic;0;training;0.0833;0.20815;0.89424;0.358;0;0.216730769;0.82719;0.7363;0.30141;0.18648
synthetic;0;training;0.0833;0.483;1.24176;1.462;0.964;0.346141093;0.11385;0.7692;0.0323;1.38165
synthetic;0;validation;0.0833;0.0676;0.45212;1.54031;0.12878;0.372973406;1.533;0.32357;0.14384;0.2508
synthetic;0;training;0.0833;0.02002;0.05992;0.42582;0.03379;0.126871143;0.78529;0.34344;0.17018;0.17082
synthetic;0;training;0.0833;0.01386;0.38007;1.462;0;0.467457827;1.04085;0.43632;0.4548;0.30418
synthetic;0;training;0.0833;0.01729;0.2604;1.014;0.27334;0.034616957;0.16159;0.4356;1.239;0.19092
synthetic;0;validation;0.0833;0.0168;0.45339;0.38608;0;0.036311493;0.19734;0.3828;0.28718;0.26048
synthetic;0;training;0.0833;0.01353;0.544;1.462;0.02592;0.341001427;0.24045;1.48798;0.01904;0.2106
synthetic;0;training;0.0833;0.03264;0.27054;1.462;0;0.272220624;0.692;0.44974;0.77778;0.1998
synthetic;0;training;0.0833;0.41976;1.647;1.462;0;0.019788462;1.39087;0.45312;0.33489;0.296
synthetic;0;validation;0.0833;0.01071;0.36952;0.99022;0.06832;0.026583333;0.02204;0.26404;0.0153;0.22348
synthetic;0;training;0.0833;0.25086;0.28574;1.60132;0.20636;0.210570513;0;0.1886;0.20687;0.25012
synthetic;0;training;0.0833;0.00856;0.2041;0.97736;0.06048;0;0;0.29028;0.48822;0.19832
synthetic;0;training;0.0833;0.29848;1.01205;0.50768;0;0.021375;0.02392;0.6303;0.36234;0.20424
synthetic;0;validation;0.0833;0.00833;0.43641;0.914;0.77112;0.130111088;0.42504;0.58506;0.472;0.1584
synthetic;0;training;0.0833;0.09184;0.9802;0;0.28282;0.63;0.9243;0.68456;0.44217;0.21904
synthetic;0;training;0.0833;0.52896;0.50526;0.232;0.03933;0;0;0.83923;0.32144;0.19388
synthetic;0;training;0.0833;0.25974;0.31714;1.52592;0.21488;0.224827768;0.02544;0.44484;0.17136;0.19604
synthetic;0;validation;0.0833;0.01914;0.7783;0.7373;0;0.451347011;0.41788;0.40432;0.1819;0.15984
synthetic;0;training;0.0833;0.01044;0.20535;0.9494;0;1.20002426;0.03132;0.71792;0.51688;1.35534
synthetic;0;training;0.0833;0.01308;0.50355;0.606;0;0.055442348;0.0996;0.5445;0.5871;0.27824
synthetic;0;training;0.0833;0.30723;0.77127;1.12875;0.03975;0.456744095;0.276;0.65715;0.70784;0.19608
synthetic;0;validation;0.0833;0.5439;1.12056;1.85298;0.30875;0.079557692;0.606;1.1592;1.239;0.18
synthetic;0;training;0.0833;0.34804;0.9592;0.4512;0;0.207883297;0.98169;0.61366;0.16059;0.29638
synthetic;0;training;0.0833;0.01548;0.5661;0.8944;0;0.045948718;0.0756;0.42183;0.17227;0.14746
synthetic;0;training;0.0833;0.0164;0;1.462;0;0.121896038;0.17871;1.615;0.0146;0.33123
synthetic;0;validation;0.0833;0.33405;0.87516;0.54501;0;0.025173077;0.99495;0.4488;0.38988;0.16576
synthetic;0;training;0.125;0.19323;1.03194;1.09005;0.1946;0.363092422;0.44763;0.41451;0.46295;0.2052
synthetic;0;training;0.125;0.0106;1.06267;0.89832;0.21516;0.207734278;1.10976;1.14392;0.02312;0.2079
synthetic;0;training;0.125;0.38073;1.647;0;0;0.164055451;0.91332;2.0553;0.1335;0.28314
synthetic;0;validation;0.125;0.41616;1.647;1.462;0.32505;0.236259263;0.92112;1.12451;0.0336;0.28675
synthetic;0;training;0.125;0.12213;0.7391;1.23921;0.12878;0.399159871;1.32172;0.42578;0.22192;0.1782
synthetic;0;training;0.125;0.38552;0.67976;0.5084;0.0076;0.029692908;0.14586;0.43136;0.41005;0.19
synthetic;0;training;0.125;0.37083;0.8319;0.386;0.33615;0.236542158;1.30272;0.68456;0.22563;0.24568
synthetic;0;validation;0.125;0.4475;1.00719;1.54086;0.7854;1.19860576;0.68229;0.345;0.30084;1.27
synthetic;0;training;0.125;0.01375;0.75587;0.99644;0;0;0;0.86563;0.54627;0.26064
synthetic;0;training;0.125;0.21539;0.72072;0.33744;0;0.027769231;0.02535;0.4752;0.34848;0.21608
synthetic;0;training;0.125;0.16835;0.25434;0.31866;0;0.31605569;0.25194;0.42542;0.38223;0.2616
synthetic;0;validation;0.125;0.08;1.18455;1.11585;0;0.076135524;0.078;0.49539;0.55596;0.20824
synthetic;0;training;0.125;0.00888;1.2738;0.66;0;0.378134606;0.23244;0.66125;0.444;0.56595
synthetic;0;training;0.125;0.26264;0;0.31616;0;0.103515638;0.43788;0.57321;0.5705;0.258
synthetic;0;training;0.125;0.017;0.38622;0.9933;0.008;0.130958988;0.078;0.48191;0.7614;0.17632
synthetic;0;validation;0.125;0.22386;0.9861;0.40016;0.41984;0.044153846;0;0.57627;0.304;0.30096
synthetic;0;training;0.125;0.5957;1.16688;0.90034;0;0.12571684;0.50315;1.02925;0.18942;0.2139
synthetic;0;training;0.125;0.22842;0.81454;0.87567;0.09306;0.024825218;0.24453;0.34374;0.3172;0.20824
synthetic;0;training;0.125;0.23835;0.80028;0.56544;0.31284;0.466866667;0;0.6468;0.22692;0.2442
synthetic;0;validation;0.125;0.28665;1.01915;0.47728;0;0;0;0.3531;0.25312;0.19388
synthetic;1;training;0.125;0.11224;0.53066;0.62329;0.1755;0.200078989;0.95744;0.58745;0.42768;0
synthetic;0;training;0.125;0.18462;0.92736;0.298;0;0.212692308;1.09585;0.60496;0.26928;0.26196
synthetic;0;training;0.125;0.43792;0.97344;1.462;1.04804;0.367210551;0.15741;1.24995;0.03383;1.43655
synthetic;0;validation;0.125;0.07072;0.45924;1.34458;0.14476;0.316905509;1.10432;0.34086;0.20068;0.29488
synthetic;0;training;0.125;0.01782;0.08064;0.46508;0.03472;0.139718853;1.15522;0.25652;0.1651;0.28324
synthetic;0;training;0.125;0.01496;0.66051;1.25378;0;0.516377833;0.9252;0.54;0.75042;0.37909
synthetic;0;training;0.125;0.02431;0.372;0.678;0.18486;0.041395102;0.23738;0.5907;1.80441;0.1924
synthetic;0;validation;0.125;0.01224;0.4191;0.58976;0;0.041637179;0.28171;0.627;0.25564;0.27528
synthetic;0;training;0.125;0.01584;0.79424;1.462;0.04008;0.291917888;0.3893;0.8437;0.034;0.1863
synthetic;0;training;0.125;0.03111;0.2004;1.462;0;0.311816352;0.76812;0.60894;0.92916;0.18056
synthetic;0;training;0.125;0.2904;1.647;1.462;0;0.021538462;1.20981;0.40356;0.34038;0.23236
synthetic;0;validation;0.125;0.01494;0.49104;1.06095;0.07336;0.023237179;0.02052;0.21484;0.01269;0.1998
synthetic;0;training;0.125;0.37518;0.19939;1.36857;0.21842;0.216474359;0;0.2788;0.29143;0.22644
synthetic;0;training;0.125;0.01544;0.17584;0.84876;0.07168;0;0;0.30996;0.60873;0.2812
synthetic;0;training;0.125;0.18746;0.75774;0.60192;0;0.025576923;0.01573;0.5148;0.23364;0.18648
synthetic;0;validation;0.125;0.01029;0.72735;0.81803;0.89964;0.159827818;0.46816;0.4116;0.295;0.18576
synthetic;0;training;0.125;0.06216;0.87035;0;0.31442;0.97;0.711;0.4975;0.50575;0.18648
synthetic;0;training;0.125;0.53244;0.46917;0.392;0.03128;0;0;0.9465;0.37436;0.2812
synthetic;0;training;0.125;0.30414;0.38308;1.14444;0.16274;0.149885179;0.02144;0.48528;0.23058;0.15196
synthetic;0;validation;0.125;0.02046;0.6708;0.6767;0;0.423992647;0.51898;0.45904;0.3162;0.26196
synthetic;0;training;0.125;0.00918;0.11766;0.94435;0;1.20002426;0.04495;0.74997;0.46292;1.27
synthetic;0;training;0.125;0.02112;0.57442;0.648;0;0.067134272;0.0858;0.3795;0.5814;0.20128
synthetic;0;training;0.125;0.30954;0.66734;1.1868;0.04075;0.349606591;0.4485;0.49876;0.632;0.25232
synthetic;0;validation;0.125;0.51156;1.23395;1.06182;0.31863;0.043211538;0.66155;1.1592;1.239;0.17136
synthetic;0;training;0.125;0.23956;0.7194;0.4653;0;0.119723365;1.2176;0.59354;0.15655;0.31465
synthetic;0;training;0.125;0.01287;0.65268;0.8256;0;0.060666667;0.0536;0.51666;0.1926;0.292
synthetic;0;training;0.125;0.0151;0;1.462;0;0.137133043;0.24955;1.26;0.02;0.35114
synthetic;0;validation;0.125;0.3978;0.60372;0.55974;0;0.015884615;0.65727;0.3762;0.399;0.26936
synthetic;0;training;0.0833;0.29754;0.56576;1.40624;0.47369;0.272144637;0.57255;0.8136;0.333;0.16296
synthetic;1;training;0.0833;0.0164;1.12328;0.7524;0;0.418670421;0.7138;1.615;0.01914;0.27547
synthetic;0;training;0.0833;0.26936;1.77354;1.462;0;0.167887709;1.26024;1.615;0.089;0.30807
synthetic;0;validation;0.0833;0.3519;1.62808;1.16358;0.22578;0.144475228;1.12716;1.56137;0.033;0.29796
synthetic;0;training;0.0833;0.12213;1.30848;0.4832;0;0.348385023;0.49173;0.42186;0.21888;0.17017
synthetic;0;training;0.0833;0.3782;1.0605;0.52152;0;0.431154599;1.0848;0.1968;0.15429;0.1628
synthetic;0;training;0.0833;0.41554;1.10685;0.394;0;0.198526454;0.7788;0.77212;0.38709;0.26492
synthetic;0;validation;0.0833;0.2415;0.5668;0.83028;0;0.7748;0;0.4125;0.34272;1.27
synthetic;0;training;0.0833;0.0121;0.60571;1.49688;0;0;0;0;0.15554;1.27
synthetic;0;training;0.0833;0.25702;0.55224;0.38912;0.57925;0.025028846;0.02379;0.3498;0.31328;0.2516
synthetic;0;training;0.0833;0.13104;0.52124;0.46816;0;0.097507507;0.11934;0.51381;0.45684;0.18
synthetic;0;validation;0.0833;0.0795;0.74503;0.93016;0;0.080592424;0.13317;0.38272;0.61568;0.28161
synthetic;0;training;0.0833;0.00978;0.87078;1.15473;0;0.412098792;0.22201;1.57102;0.59502;0.1639
synthetic;0;training;0.0833;0.23182;0;0.47728;0.11022;0.124066537;0.30438;0.55242;0.6195;0.228
synthetic;0;training;0.0833;0.0158;0.2983;0.79732;0;0.018083264;0.07676;0.22304;0.2292;0.14948
synthetic;0;validation;0.0833;0.2002;0.73698;0.33128;0;0.044423077;0;0.57627;0.59888;0.29488
synthetic;0;training;0.0833;0.42504;0.78624;1.41918;0;0.175988814;0.4164;1.05225;0.23562;0.2368
synthetic;0;training;0.0833;0.21546;0.8497;1.51725;0;0.25935173;0.53785;0.55268;0.3172;0.24624
synthetic;0;training;0.0833;0.27921;0.89388;0.38;0.3641;0.423822222;0;0.4587;0.3162;0.2294
synthetic;0;validation;0.0833;0.28175;0.8066;0.3952;0;0;0;0.5874;0.3277;0.29008
synthetic;0;training;0.0833;0.11712;0.27632;0.44992;0.11484;0.134722559;0.51531;0.3861;0.4956;0.1515
synthetic;0;training;0.0833;0.084;1.647;1.462;0;0.217678845;1.2425;1.615;0.0346;0.24704
synthetic;0;training;0.0833;0.6118;0.8736;1.35355;0.61104;0.304748593;0.17028;0.94868;0.02992;1.27
synthetic;0;validation;0.0833;0.10244;0.64436;1.18289;0.141;0.384240373;0.99298;0.3458;0.19372;0.24472
synthetic;0;training;0.0833;0.01606;0.0672;0.48622;0.05184;0.112417468;0.79178;0.28832;0.16764;0.25988
synthetic;0;training;0.0833;0.01771;0.8768;0.70128;0.12354;0.369872664;0.3473;0.59514;0.53439;0.216
synthetic;0;training;0.0833;0.02052;0.35568;0.47565;0.00966;0.04042482;0.29032;0.644;0.153;0.23328
synthetic;0;validation;0.0833;0.01925;1.68435;1.12112;0.0075;0.464530945;0.2323;0.736;1.01703;0.20264
synthetic;0;training;0.0833;0.03196;0.29392;1.462;0;0.465249795;0.85116;0.56516;0.56898;0.1554
synthetic;0;training;0.0833;0.27192;1.50768;1.462;0;0.017096154;1.41556;0.43188;0.31659;0.23236
synthetic;0;training;0.0833;0.01269;0.42904;0.83205;0.00664;0.064871795;0.0386;0.65715;0.49839;0.28424
synthetic;0;validation;0.0833;0.3441;0.31243;1.462;0.01586;0.303064103;0;0.3034;0.15704;0.2442
synthetic;0;training;0.0833;0.01568;0.59032;1.1223;0.04375;0.106585759;0.3204;0.65715;0.3751;0.26752
synthetic;0;training;0.0833;0.21476;1.11677;0.50715;0.01204;0.069375;0.0544;0.42688;0.37074;0.20264
synthetic;0;training;0.0833;0.01099;0.72702;0.567;0.07168;0.310449083;0;0.64032;1.03684;0.26496
synthetic;0;validation;0.0833;0.09912;1.13876;0;0.964;0;0;1.615;0.51153;0
synthetic;0;training;0.0833;0.51504;0.61353;0.302;0.05157;0;0;1.10425;0.196;0.22496
synthetic;0;training;0.0833;0.40626;0.47728;0.91902;0.32505;0.098443281;0.02816;0.41451;0.12852;0.20304
synthetic;0;training;0.0833;0.01617;1.1424;1.462;0;0.560471361;0.60544;1.615;0.2635;0
synthetic;0;validation;0.0833;0.00654;0.17205;0.67165;0.964;1.009049995;0.04785;1.0897;0.47144;1.27
synthetic;0;training;0.0833;0.0144;0.45879;0.9;0;0.062985525;0.0762;0.5082;0.5757;0.1998
synthetic;0;training;0.0833;0.44352;0.16539;1.16478;0.04756;0.344473591;0.41992;0.31212;0.3763;0.18648
synthetic;0;training;0.0833;0.43218;0.35631;1.21935;0.18644;0.018711538;0.62777;0.50464;1.239;0.19536
synthetic;0;validation;0.0833;0.28024;1.19776;0.39501;0;0.19591096;0.9443;0.9216;0.13515;0.33089
synthetic;0;training;0.0833;0.01071;0.22879;1.164;0;0.018846154;0.0314;0.58509;0.31266;0.168
synthetic;0;training;0.0833;0.51;0.83772;0.38608;0;0.032153846;0.01651;0.4719;0.35568;0.15392
synthetic;0;training;0.125;0.30609;0.46592;1.46217;0.5628;0.279460353;0.44069;0.96954;0.2646;0.11543
synthetic;1;training;0.125;0.0135;0.74639;0.58824;0;0.364922191;0.46065;0.96084;0.01837;0.29177
synthetic;0;training;0.125;0.259;1.002;1.462;0;0.225122155;0.99828;1.615;0.10858;0.19723
synthetic;0;training;0.125;0.57222;1.3423;1.86362;0.17172;0.243467514;0.77568;1.43193;0.0296;0.36099
synthetic;0;training;0.125;0.09039;1.12056;0.3775;0;0.342735536;0.45186;0.51531;0.19912;0.26169
synthetic;0;validation;0.125;0.4514;0.86658;0.4428;0;0.347949326;1.0944;0.18204;0.23769;0.21016
synthetic;0;training;0.125;0.40765;1.2126;0.268;0;0.225278245;1.062;0.5771;0.28152;0.19832
synthetic;0;training;0.125;0.20424;0.5559;1.462;0;0.748311111;0;0.45;0.33252;1.27
synthetic;0;training;0.125;0.01914;0.72787;1.31544;0;0;0;0;0.24178;1.27
synthetic;0;validation;0.125;0.1991;0.87516;0.52896;0.3641;0.023019231;0.02275;0.5676;0.19008;0.16724
synthetic;0;training;0.125;0.091;0.58404;0.58672;0;0.092525372;0.12792;0.33264;0.48222;0.2415
synthetic;0;training;0.125;0.0515;0.95864;0.89936;0;0.065508281;0.12144;0.38272;0.88985;0.24138
synthetic;0;training;0.125;0.009;0.631;1.09794;0;0.430213024;0.29651;1.09076;0.79336;0.27416
synthetic;0;validation;0.125;0.24522;0;0.30704;0.07986;0.091337328;0.32841;0.49599;0.4305;0.1515
synthetic;0;training;0.125;0.0119;0.16014;0.99665;0;0.026951019;0.08588;0.22632;0.25785;0.16724
synthetic;0;training;0.125;0.2548;0.91344;0.56088;0;0.049;0;0.38418;0.31008;0.2888
synthetic;0;training;0.125;0.50232;0.87984;0.94612;0;0.144997073;0.50315;0.73025;0.28952;0.17536
synthetic;0;validation;0.125;0.23814;1.11926;1.462;0;0.363092422;0.63501;0.40103;0.26;0.2128
synthetic;0;training;0.125;0.30872;0.77688;0.304;0.60242;0.599311111;0;0.4653;0.2325;0.29452
synthetic;0;training;0.125;0.4606;0.72485;0.55936;0;0;0;0.4323;0.43844;0.2812
synthetic;0;training;0.125;0.08601;0.18055;0.32224;0.09636;0.101232205;0.4272;0.46332;0.4779;0.1935
synthetic;0;validation;0.125;0.099;1.647;1.23246;0;0.398352286;1.533;1.615;0.0318;0.13696
synthetic;0;training;0.125;0.47978;0.97344;1.462;0.91656;0.341528596;0.14652;0.79484;0.02057;1.56636
synthetic;0;training;0.125;0.06916;0.50908;1.54882;0.09494;0.381712476;1.12942;0.29887;0.2204;0.266
synthetic;0;training;0.125;0.01628;0.0924;0.38656;0.04752;0.10920554;1.00595;0.29256;0.17145;0.16352
